Code,Indicator Name,Short definition,Long definition,Source,Topic
UIS.XSPENDP.2.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.4.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.02.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.1.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.23.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.56.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.3.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),"Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Non-teacher (e.g. school directors, support staff, administrative staff in local or central Ministries) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate the indicator, divide non-teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.AIDEDUC.LOWINCOMECOUNT,Percentage of total aid to education allocated to least developed countries (%),"Total gross official development assistance (ODA) for education in least developed countries (including early childhood, primary, secondary, post-secondary non-tertiary and tertiary education) as well as scholarships and student costs in donor countries expressed as a percentage of total gross official development assistance to education. A high value indicates that least developed countries are being prioritised to receive aid for education. Least developed countries are those defined by the UN Office of the High Representative for Least Developed Countries, Landlocked States and Small Island Developing States (UN-OHRLLS). Official development assistance is defined as grants or loans to countries and territories and to multilateral institutions provided by state and local governments or their executive agencies with the objective of promoting the economic development and welfare of developing countries and territories. Such grants or loans are provided on concessional financial terms and, in the case of loans, contain a grant element of at least 25 per cent. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Total gross official development assistance (ODA) for education in least developed countries (including early childhood, primary, secondary, post-secondary non-tertiary and tertiary education) as well as scholarships and student costs in donor countries expressed as a percentage of total gross official development assistance to education. A high value indicates that least developed countries are being prioritised to receive aid for education. Least developed countries are those defined by the UN Office of the High Representative for Least Developed Countries, Landlocked States and Small Island Developing States (UN-OHRLLS). Official development assistance is defined as grants or loans to countries and territories and to multilateral institutions provided by state and local governments or their executive agencies with the objective of promoting the economic development and welfare of developing countries and territories. Such grants or loans are provided on concessional financial terms and, in the case of loans, contain a grant element of at least 25 per cent. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Expenditures
UIS.XSPENDP.2.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.4.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.02.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.1.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.23.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
UIS.XSPENDP.56.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),"Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Teacher compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. To calculate this indicator, divide teacher compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. Limitations: Although countries responding to the UIS questionnaire on educational expenditure are required to follow common definitions for staff compensation, in some cases government budget classifications may differ. It is also often difficult to separate staff compensation between teachers and non-teachers, as these are usually grouped together in country's accounting systems. In general, respondent countries must use estimation methods to separate teacher and non-teacher staff compensation. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Education Expenditures
